"","variable","permutation","dropout_loss","label","Model"
"168","hli",8,-0.00220902104821488,"workflow","GAM"
"169","elev",8,-0.00789449454281324,"workflow","GAM"
"170","pH",8,-0.00789449454281324,"workflow","GAM"
"171","clay",8,-0.00742405578830999,"workflow","GAM"
"172","om",8,-0.00789449454281324,"workflow","GAM"
"173","thetas",8,-3.37444141438603e-05,"workflow","GAM"
"174","ADI",8,0.0760687710258962,"workflow","GAM"
"175","PRATIO",8,0.107805293156623,"workflow","GAM"
"176","DD_0",8,0.0381401490495715,"workflow","GAM"
"177","GSP",8,-0.00789449454281324,"workflow","GAM"
"178","TD",8,-0.00789449454281324,"workflow","GAM"
"179","RH",8,-0.00590417673529822,"workflow","GAM"
"180","_baseline_",8,0.33152907725338,"workflow","GAM"
"181","_full_model_",9,0.00640378750555201,"workflow","GAM"
"182","aspen.prob",9,0.00640378750555201,"workflow","GAM"
"183","cell",9,0.00640378750555201,"workflow","GAM"
"184","x",9,0.00640378750555201,"workflow","GAM"
"185","y",9,0.00640378750555201,"workflow","GAM"
"186","tpi3",9,0.0266570837165091,"workflow","GAM"
"187","tpi15",9,0.00640378750555201,"workflow","GAM"
"188","hli",9,0.0137762593437503,"workflow","GAM"
"189","elev",9,0.00640378750555201,"workflow","GAM"
"190","pH",9,0.00640378750555201,"workflow","GAM"
"191","clay",9,0.00678381182710916,"workflow","GAM"
"192","om",9,0.00640378750555201,"workflow","GAM"
"193","thetas",9,0.0235608855598257,"workflow","GAM"
"194","ADI",9,0.087853000255167,"workflow","GAM"
"195","PRATIO",9,0.104882090116916,"workflow","GAM"
"196","DD_0",9,0.057363048898282,"workflow","GAM"
"197","GSP",9,0.00640378750555201,"workflow","GAM"
"198","TD",9,0.00640378750555201,"workflow","GAM"
"199","RH",9,0.0122961646176876,"workflow","GAM"
"200","_baseline_",9,0.311931341268992,"workflow","GAM"
"201","_full_model_",10,-0.0021050712271983,"workflow","GAM"
"202","aspen.prob",10,-0.0021050712271983,"workflow","GAM"
"203","cell",10,-0.0021050712271983,"workflow","GAM"
"204","x",10,-0.0021050712271983,"workflow","GAM"
"205","y",10,-0.0021050712271983,"workflow","GAM"
"206","tpi3",10,0.0135279938858964,"workflow","GAM"
"207","tpi15",10,-0.0021050712271983,"workflow","GAM"
"208","hli",10,0.00342872172171679,"workflow","GAM"
"209","elev",10,-0.0021050712271983,"workflow","GAM"
"210","pH",10,-0.0021050712271983,"workflow","GAM"
"211","clay",10,-0.00227312567683993,"workflow","GAM"
"212","om",10,-0.0021050712271983,"workflow","GAM"
"213","thetas",10,0.0148164113331523,"workflow","GAM"
"214","ADI",10,0.0968789996117548,"workflow","GAM"
"215","PRATIO",10,0.113316325305279,"workflow","GAM"
"216","DD_0",10,0.0516163345082621,"workflow","GAM"
"217","GSP",10,-0.0021050712271983,"workflow","GAM"
"218","TD",10,-0.0021050712271983,"workflow","GAM"
"219","RH",10,0.0029925804119337,"workflow","GAM"
"220","_baseline_",10,0.31911100278078,"workflow","GAM"
